#####################
# sent_log Node CCNoEther_Tau_2cli_2rtr_1svr.router2.net
#####################
# time	 sent i		 sent c		 sent i+c
1	 0.999987	 ?	 0.999987
1	 ?	 0.999935	 19127.773527
2	 1.000000	 ?	 1.000052
2	 ?	 1.000000	 19127.773527
10	 0.125000	 ?	 0.125001
10	 148809.545955	 ?	 148809.545955
10	 148809.545955	 ?	 148809.545955
10	 148809.545955	 ?	 148809.545955
10	 ?	 0.125000	 31133.247403
10	 ?	 21514.630411	 21514.630411
10	 ?	 21514.630411	 21514.630411
10	 ?	 21514.630411	 21514.630411
10.25	 4.000430	 ?	 4.003178
10.25	 148809.545955	 ?	 148809.545955
10.25	 148809.545955	 ?	 148809.545955
10.25	 148809.545955	 ?	 148809.545955
10.25	 148809.545955	 ?	 148809.545955
10.25	 148809.545955	 ?	 148809.545955
10.25	 148809.545955	 ?	 148809.545955
10.25	 148809.545955	 ?	 148809.545955
10.25	 ?	 4.002340	 190839.439691
10.25	 148809.545955	 ?	 675679.328373
10.25	 148809.545955	 ?	 148809.545955
10.25	 ?	 21514.630411	 26123.296525
10.25	 ?	 21514.630411	 21514.630411
10.25	 ?	 21514.630411	 21514.630411
10.25	 ?	 21514.630411	 21514.630411
10.25	 ?	 21514.630411	 21514.630411
10.25	 ?	 21514.630411	 21514.630411
10.25	 ?	 21514.630411	 21514.630411
10.25	 ?	 21514.630411	 21514.630411
10.25	 ?	 21514.630411	 21514.630411
