#####################
# rcvd_log Node CCNoEther_Tau_2cli_2rtr_1svr.server1.net
#####################
# time	 recv i		 recv c		 recv i+c
1	 0.999981	 ?	 0.999981
2	 1.000000	 ?	 1.000000
10	 0.125000	 ?	 0.125000
10	 148809.545955	 ?	 148809.545955
10	 148809.545955	 ?	 148809.545955
10	 148809.545955	 ?	 148809.545955
10.25	 4.000430	 ?	 4.000430
10.25	 148809.545955	 ?	 148809.545955
10.25	 148809.545955	 ?	 148809.545955
10.25	 148809.545955	 ?	 148809.545955
10.25	 148809.545955	 ?	 148809.545955
10.25	 148809.545955	 ?	 148809.545955
10.25	 148809.545955	 ?	 148809.545955
10.25	 148809.545955	 ?	 148809.545955
10.25	 148809.545955	 ?	 148809.545955
10.25	 148809.545916	 ?	 148809.545916
